0,1,2,3,4,5,6,7
0.015883636474347384,-0.04950981270784756,-0.022312127152746823,-0.04869116414682678,-0.01219075969567232,-0.007408935141198059,-0.05391082624127679,0.002387142314103932
0.22251712751608838,,,,,,,
