year,fuel,seller_type,transmission,owner,brand,km_dr_gr,mpow_val
16,0,1,1,2,11,5.1760912590556805,171
21,1,1,1,1,19,4.968482948553935,82
22,1,0,0,1,19,4.857332496431268,82
22,0,1,1,1,21,5.322219294733919,74
15,1,0,1,1,14,4.7347198416556795,118
17,1,1,1,1,19,4.477121254719662,68
18,0,1,1,1,22,5.269512944217916,70
17,0,1,1,3,26,4.997823080745725,148
23,0,1,1,1,16,5.053078443483419,99
22,0,1,1,1,22,4.845098040014256,69
15,1,1,1,1,21,4.698970004336019,46
24,1,1,1,1,20,4.30102999566398,67
24,0,1,1,1,4,4.903089986991943,170
18,0,1,1,1,15,5.146128035678237,104
22,0,1,1,1,13,5.079181246047624,100
9,0,1,1,4,19,5.079181246047624,82
25,1,1,1,1,19,4.113943352306836,82
16,1,1,1,1,14,4.897627091290441,116
23,1,1,1,1,22,4.0,84
12,1,1,1,2,21,5.0,46
16,0,1,1,2,21,5.079181246047624,74
25,1,1,1,1,21,4.0,82
21,1,1,1,3,21,4.30102999566398,47
23,1,1,1,2,22,4.579783596616809,84
22,0,1,1,1,21,5.117639129820473,74
16,1,1,1,1,21,4.564180613915743,46
23,0,1,1,1,21,4.698970004336019,88
17,0,1,1,2,21,5.0,74
15,1,1,1,1,21,5.0413926851582245,105
16,0,1,1,3,26,5.079181246047624,148
23,0,1,1,1,13,4.698970004336019,77
15,0,1,1,1,21,4.954242509439324,74
21,0,0,1,1,11,4.974902980157727,101
23,1,0,1,1,21,4.505149978319905,35
24,1,1,0,1,11,4.3979400086720375,106
18,0,1,1,1,13,4.8808135922807905,62
17,0,1,1,1,13,5.0,62
18,0,1,1,1,22,4.778151250383643,69
19,0,1,1,1,22,5.0,69
13,0,1,1,1,22,4.698970004336019,53
24,0,1,1,1,21,4.698970004336019,74
24,1,1,1,1,13,4.711739760580296,82
25,1,1,1,1,19,4.30102999566398,82
16,0,1,1,1,22,5.146128035678237,75
19,0,1,1,2,16,4.778151250383643,90
17,0,1,1,1,16,4.903089986991943,68
25,1,1,0,1,11,4.0,82
24,1,1,1,2,21,4.0,83
21,1,0,1,1,14,4.591064607026499,117
21,0,0,1,1,19,4.857332496431268,89
21,1,1,1,1,22,5.0413926851582245,89
18,0,1,1,3,16,5.079181246047624,67
22,0,1,1,1,11,4.954242509439324,101
21,0,1,1,3,21,4.778151250383643,88
19,0,1,1,2,22,4.954242509439324,70
21,0,0,1,1,21,4.7558748556724915,88
24,1,1,1,1,23,4.278753600952828,67
11,1,1,1,2,21,4.653212513775343,46
21,0,1,1,2,26,4.903089986991943,74
20,1,1,1,1,21,4.690417602339822,73
21,1,1,1,2,19,4.531478917042255,55
16,1,1,1,1,21,4.763427993562937,46
24,1,0,1,1,19,3.8450980400142565,68
24,0,1,1,2,21,4.7558748556724915,88
20,0,1,0,1,19,5.096910013008055,126
22,0,1,1,1,13,5.079181246047624,62
18,0,1,1,2,21,4.7481880270062,74
24,0,0,1,1,21,4.923471989301968,88
23,0,1,1,1,19,4.913813852383717,89
21,1,1,1,3,21,4.845098040014256,67
18,1,1,1,3,21,5.0413926851582245,67
16,1,0,0,1,19,4.776221597616024,79
25,1,1,1,1,20,4.3979400086720375,53
14,0,1,1,2,21,4.903089986991943,74
19,0,1,1,2,24,5.301029995663981,75
21,0,1,1,2,13,5.079181246047624,140
24,0,1,1,1,14,4.176091259055681,99
16,1,1,1,1,21,4.591064607026499,65
19,0,1,1,2,13,4.845098040014256,140
16,1,1,1,2,21,4.845098040014256,67
22,0,1,1,1,25,5.0,92
20,1,1,1,2,21,4.477121254719662,47
24,0,1,1,1,19,4.602059991327962,126
18,0,1,1,1,21,5.0,74
21,1,1,1,1,21,4.342422680822206,47
25,1,1,0,1,21,4.0,83
21,1,1,1,2,16,4.30102999566398,110
20,0,1,1,2,16,4.602059991327962,141
20,0,1,1,3,21,4.845098040014256,74
22,1,1,1,1,21,4.698970004336019,67
20,0,0,1,1,21,5.008600171761917,94
15,1,1,1,2,19,4.95095843875273,80
16,1,1,1,2,14,4.959041392321093,118
17,1,1,1,1,26,4.778151250383643,79
26,1,1,1,1,19,2.9999999999999996,68
22,1,1,1,1,21,4.602059991327962,47
21,1,1,1,1,21,4.56348108539441,82
15,0,1,1,3,21,4.929418925714292,74
17,1,1,1,2,18,4.672097857935717,98
17,0,1,1,2,21,4.954242509439324,74
24,0,1,1,1,16,4.322219294733919,99
11,0,1,1,2,11,5.301029995663981,102
11,0,1,1,2,19,5.301029995663981,82
11,1,1,1,2,21,4.903089986991943,67
21,1,1,1,2,23,4.778151250383643,67
18,0,1,1,1,16,5.230448921378273,141
19,0,1,1,1,18,5.079181246047624,85
24,0,1,1,1,21,5.0,74
15,1,1,1,1,21,4.778151250383643,66
19,0,1,1,1,25,5.123851640967085,75
19,1,1,1,1,21,4.3979400086720375,67
21,0,1,1,3,14,4.845098040014256,99
22,0,1,1,1,19,4.3979400086720375,89
16,1,1,1,2,11,4.903089986991943,132
17,0,1,1,4,21,4.954242509439324,74
19,0,1,1,1,22,4.903089986991943,69
23,0,1,0,2,19,4.778151250383643,126
12,1,1,1,2,21,5.225309281725862,67
20,0,1,1,1,21,4.176091259055681,74
21,0,1,1,1,26,5.2944662261615925,72
24,0,1,1,1,21,4.544068044350275,74
25,1,1,0,1,21,4.146128035678237,67
16,1,1,0,1,21,4.477121254719662,103
18,0,0,1,1,13,4.968482948553935,140
16,0,1,1,2,21,5.079181246047624,74
18,0,1,1,2,21,4.982271233039568,89
16,0,1,1,2,19,4.845098040014256,110
20,0,1,1,2,13,4.698970004336019,62
17,0,1,1,1,22,5.079181246047624,70
17,1,1,1,3,21,5.041582154141919,67
25,1,1,0,1,19,3.8450980400142565,82
16,1,1,1,3,21,5.079181246047624,35
21,1,0,1,1,21,5.177669220818517,82
19,1,1,1,2,21,5.1760912590556805,86
17,2,1,1,1,19,4.845098040014256,62
21,1,1,1,1,21,4.732393759822968,67
21,0,1,1,2,21,4.832508912706236,89
17,0,1,1,1,18,4.698970004336019,63
19,0,1,1,1,21,4.903089986991943,74
15,0,1,1,2,13,4.954242509439324,112
17,0,1,1,2,22,5.301029995663981,71
20,0,1,1,1,19,5.0413926851582245,89
17,1,1,1,2,19,4.903089986991943,103
19,1,1,1,3,21,4.954242509439324,94
25,0,1,1,1,21,4.30102999566398,74
12,1,1,1,2,21,4.778151250383643,46
16,1,1,1,2,16,4.903089986991943,70
23,1,0,0,1,21,4.42543639540901,82
15,1,1,1,4,21,5.079181246047624,67
18,1,1,1,1,19,4.477121254719662,79
20,0,1,1,1,19,5.0,70
15,0,1,1,1,21,4.845098040014256,74
21,1,1,1,1,21,4.423245873936808,47
23,0,0,1,1,21,4.714136883464824,88
17,0,1,1,2,26,4.903089986991943,148
15,0,1,1,1,13,5.477121254719662,112
16,0,1,1,1,13,5.130333768495006,112
24,0,1,1,1,13,4.778151250383643,70
21,1,0,0,1,16,4.849235091314722,110
17,1,1,1,1,22,4.544068044350275,90
22,0,1,1,2,21,4.778151250383643,74
23,1,1,1,1,21,4.30102999566398,82
20,1,1,1,2,19,4.845098040014256,55
18,0,1,1,1,17,5.301029995663981,104
20,1,1,1,1,19,3.371067862271736,55
15,0,1,1,1,13,5.079181246047624,63
19,0,1,1,1,19,4.838849090737255,89
18,0,1,1,2,18,5.220108088040055,63
17,2,1,1,1,21,4.845098040014256,58
26,1,1,1,2,19,4.845098040014256,82
23,0,1,1,1,13,4.903089986991943,77
23,0,1,1,1,4,4.698970004336019,170
21,0,1,1,1,21,5.079181246047624,74
15,0,1,1,1,19,4.602059991327962,90
13,0,1,0,2,9,4.778151250383643,258
18,0,1,1,3,16,5.0226675178648135,67
22,1,1,1,1,19,4.602059991327962,82
18,0,1,1,4,22,4.903089986991943,69
16,1,1,1,3,14,5.0,118
17,0,1,1,2,22,4.954242509439324,118
16,1,1,1,1,21,4.961421094066448,46
26,0,1,1,1,13,4.6499673383248235,77
20,0,1,1,1,13,5.0413926851582245,63
23,0,0,1,1,11,4.556302500767287,148
24,0,1,1,1,21,4.3979400086720375,88
16,0,1,1,2,16,5.0413926851582245,68
21,0,1,1,1,14,4.3979400086720375,99
16,1,1,1,2,26,5.0,62
23,0,1,1,1,21,4.602059991327962,74
19,0,1,1,3,21,5.079181246047624,89
20,1,1,1,1,19,4.0,82
23,1,1,1,2,21,4.845098040014256,91
23,0,1,1,1,19,5.0413926851582245,89
18,0,1,1,1,13,4.875061263391699,62
24,0,0,1,1,21,4.698970004336019,88
26,1,1,1,1,21,4.477121254719662,47
23,1,1,1,1,22,4.414973347970817,84
16,0,1,1,2,19,4.903089986991943,110
25,1,1,1,1,17,3.6989700043360187,75
15,1,1,1,2,21,5.1760912590556805,67
21,1,1,1,1,22,4.3979400086720375,38
23,1,1,1,2,20,4.217483944213906,67
9,0,1,1,1,13,4.991226075692494,120
22,0,0,0,1,6,5.08278537031645,161
23,0,1,1,1,13,4.544068044350275,105
23,0,1,1,1,21,4.30102999566398,74
18,0,1,1,1,21,5.079181246047624,74
22,1,1,1,1,21,4.602059991327962,47
21,0,1,1,1,13,4.6127838567197355,140
8,0,1,1,1,11,5.462397997898956,75
15,1,1,1,1,19,5.0,80
18,0,1,1,1,16,4.778151250383643,67
26,1,1,1,1,21,4.845098040014256,88
24,1,1,1,1,13,4.778151250383643,82
25,0,1,1,1,19,4.431363764158987,89
16,0,1,1,3,21,5.0413926851582245,75
12,0,1,1,1,11,5.42160392686983,102
19,1,1,1,1,19,4.7558748556724915,55
25,1,1,1,1,22,4.146128035678237,84
18,0,1,1,1,11,5.079181246047624,102
18,1,1,1,2,22,4.4471580313422185,38
22,0,1,1,1,14,4.858013563184616,99
24,1,1,1,1,16,4.954242509439324,121
23,1,1,1,1,14,4.845098040014256,117
19,0,1,1,1,25,4.916453948549925,75
18,1,1,1,1,19,4.653212513775343,79
23,0,1,1,1,19,5.269512944217916,126
22,0,1,1,2,21,5.079181246047624,74
22,1,1,1,1,21,4.537819095073274,67
19,0,0,1,1,11,4.99563519459755,100
23,1,1,1,1,19,4.698970004336019,55
20,0,1,1,2,13,4.954242509439324,140
13,1,1,1,2,21,4.845098040014256,67
23,0,1,1,2,21,4.531478917042255,74
19,1,1,1,1,21,4.954242509439324,67
21,1,1,1,1,14,4.903089986991943,117
20,1,1,1,1,21,4.698970004336019,86
24,0,1,1,1,21,4.176091259055681,88
24,1,1,1,1,21,4.3979400086720375,82
21,0,1,1,2,21,4.845098040014256,74
19,0,1,1,1,13,5.204119982655924,62
1,1,1,1,1,21,4.845098040014256,37
24,1,1,1,2,21,4.342422680822206,103
17,0,1,1,2,16,5.113943352306836,68
13,1,1,1,2,22,5.0413926851582245,127
20,0,1,1,2,19,4.903089986991943,89
23,0,1,1,2,21,4.698970004336019,74
21,1,0,1,1,21,4.4471580313422185,82
22,0,1,1,1,13,4.544068044350275,62
19,0,1,1,2,21,4.8808135922807905,74
18,0,1,1,2,21,4.845098040014256,74
19,1,1,1,1,19,4.602059991327962,55
21,1,0,1,1,18,4.561363790034283,75
21,1,0,1,1,21,4.833803478099158,67
22,0,1,1,1,26,5.296665190261531,74
18,1,0,1,1,19,4.649217992456271,55
24,0,0,0,1,21,4.204119982655924,74
17,0,1,1,2,17,4.903089986991943,104
19,0,1,1,3,19,5.322219294733919,89
22,0,1,1,1,19,5.0413926851582245,71
25,0,1,1,1,21,4.176091259055681,88
23,1,1,1,1,19,3.6989700043360187,82
16,1,1,1,2,21,5.081347307804132,67
20,0,1,1,2,22,4.88930170250631,138
18,0,1,1,2,20,5.021189299069937,108
20,0,1,1,1,26,5.0413926851582245,72
22,0,1,1,1,21,4.525044807036845,88
20,1,1,1,1,21,4.602059991327962,34
18,1,1,1,1,21,4.845098040014256,46
19,0,0,1,1,19,4.903089986991943,113
14,0,1,1,2,15,5.0413926851582245,106
18,0,1,1,1,22,4.903089986991943,138
16,0,1,1,2,21,5.0413926851582245,74
20,0,1,1,3,13,5.079181246047624,62
22,0,1,1,2,13,4.954242509439324,62
24,1,1,1,1,21,4.3979400086720375,82
18,0,1,1,3,21,5.0,74
17,1,0,1,1,14,4.602059991327962,118
19,0,1,1,1,21,4.778151250383643,89
24,0,1,0,1,21,4.954242509439324,74
22,1,1,1,1,19,4.3979400086720375,121
17,0,1,1,1,13,5.332438459915605,64
23,1,1,1,1,20,4.602059991327962,53
10,1,1,1,2,21,4.255272505103306,37
18,0,1,1,2,22,4.845098040014256,84
24,0,1,1,1,16,4.3802112417116055,99
15,1,1,1,2,19,4.724275869600789,79
18,1,1,1,2,19,4.6127838567197355,79
18,1,1,1,1,18,4.698970004336019,98
20,1,1,1,1,19,4.523746466811564,106
20,0,1,1,2,15,5.079181246047624,104
21,0,1,1,1,21,5.0,74
24,1,1,1,2,19,4.30102999566398,82
16,0,1,1,2,22,5.27415784926368,89
23,0,1,1,1,19,4.544068044350275,126
23,1,0,1,1,21,4.903089986991943,82
23,0,1,1,1,16,4.176091259055681,99
19,1,1,1,2,19,4.698970004336019,55
24,0,1,1,1,13,4.462397997898956,153
17,1,1,1,1,18,4.982271233039568,98
18,1,1,1,3,19,4.30102999566398,68
25,1,0,1,1,19,3.973127853599698,82
21,1,1,0,1,19,4.698970004336019,82
21,0,1,1,1,26,4.845098040014256,72
18,1,1,0,1,11,5.0,138
23,1,1,1,1,21,4.698970004336019,83
25,1,1,1,1,21,4.0,83
16,0,1,1,3,13,5.220108088040055,120
19,0,1,1,1,13,5.0413926851582245,62
23,1,1,1,1,22,4.6232492903979,84
17,0,1,1,2,21,5.079181246047624,74
24,1,1,1,1,19,4.3979400086720375,68
22,0,1,1,2,13,5.0,77
21,0,1,1,2,11,5.079181246047624,101
15,1,1,1,3,21,4.778151250383643,86
24,1,1,1,1,19,4.778151250383643,121
23,0,1,1,3,21,4.89209460269048,88
22,1,1,1,2,20,4.653212513775343,53
21,0,1,1,1,21,5.0413926851582245,74
22,1,1,1,1,21,4.954242509439324,34
19,1,1,1,2,19,5.079181246047624,83
22,0,1,1,2,21,4.845098040014256,74
20,0,1,1,1,13,5.262451089730429,63
13,0,1,0,4,9,5.0413926851582245,181
23,1,1,1,1,21,4.266795959846667,82
18,1,1,1,2,21,5.049404109003916,86
25,1,1,1,1,20,4.079181246047624,72
23,1,1,1,1,21,4.30102999566398,67
21,1,1,1,1,21,5.079181246047624,67
22,0,1,1,1,17,4.845098040014256,88
21,1,1,1,1,18,4.602059991327962,102
22,0,1,1,1,21,4.845098040014256,74
20,0,1,1,1,21,4.812913356642856,74
23,0,1,1,2,21,5.0413926851582245,74
18,0,1,1,2,13,5.079181246047624,140
15,1,1,1,3,21,5.146128035678237,66
20,0,1,1,2,21,4.845098040014256,74
13,1,1,1,1,21,4.778151250383643,46
25,1,1,1,1,21,3.6989700043360187,83
22,1,1,1,2,21,4.698970004336019,47
20,0,1,1,1,21,4.903089986991943,74
25,1,1,1,1,19,3.602059991327962,68
22,0,1,1,1,19,5.0,89
23,1,1,1,2,13,4.30102999566398,82
23,0,1,1,1,13,4.602059991327962,77
23,0,1,1,1,13,4.954242509439324,70
20,1,1,1,1,18,4.477121254719662,67
16,0,1,1,1,22,5.397940008672037,138
18,1,1,1,1,21,4.838849090737255,86
22,0,1,1,1,13,5.004321373782642,105
22,0,1,1,1,19,4.778151250383643,126
23,1,1,1,1,16,4.698970004336019,87
23,1,1,1,1,21,4.602059991327962,67
16,0,1,1,1,22,5.079181246047624,90
23,0,0,1,1,21,4.8808135922807905,88
21,0,1,1,1,19,4.866287339084194,126
25,1,1,1,1,19,4.30102999566398,82
21,0,1,1,2,11,4.89209460269048,168
26,1,1,1,1,19,4.505149978319905,82
22,0,1,0,1,19,5.079181246047624,126
14,0,1,1,2,21,5.0,75
20,0,1,1,1,11,5.1760912590556805,168
5,1,1,1,4,21,4.778151250383643,60
19,0,0,0,1,8,4.770852011642144,170
19,0,0,1,1,14,4.814813408448835,99
22,0,1,0,2,8,4.602059991327962,134
20,1,1,1,1,21,4.698970004336019,86
23,1,1,1,2,19,4.176091259055681,55
17,0,1,1,1,22,4.903089986991943,71
23,0,1,1,2,14,4.778151250383643,99
16,1,1,1,3,21,5.079181246047624,67
21,1,1,1,2,21,4.602059991327962,47
22,0,1,1,1,13,4.95990911385232,62
23,0,1,1,1,21,4.724275869600789,88
21,0,1,1,1,17,4.903089986991943,89
17,1,1,1,4,19,4.778151250383643,62
21,0,1,1,1,19,4.602059991327962,126
16,0,1,1,1,11,5.079181246047624,102
14,0,1,1,1,11,5.414973347970817,102
16,0,1,1,2,16,5.0,68
15,1,1,1,1,21,4.778151250383643,67
24,0,1,1,1,21,4.544068044350275,74
15,0,1,1,2,22,5.0413926851582245,71
11,1,1,1,2,22,4.869231719730975,85
21,1,1,1,2,21,4.698970004336019,67
18,0,1,1,2,22,5.278753600952829,69
23,1,1,1,1,22,4.778151250383643,84
10,1,1,1,1,21,4.698970004336019,37
17,1,1,1,2,21,4.8808135922807905,67
24,0,1,1,1,19,4.602059991327962,89
21,0,1,1,1,14,5.0,99
22,1,1,1,1,23,4.278753600952828,67
18,0,1,1,3,13,4.903089986991943,140
21,1,1,1,3,11,5.0413926851582245,89
16,0,1,1,2,22,5.0,90
14,0,1,1,4,21,4.954242509439324,74
18,0,1,1,1,22,5.255272505103306,75
7,1,1,1,2,21,4.778151250383643,37
24,0,1,1,1,22,4.778151250383643,74
19,0,1,1,2,16,5.079181246047624,68
22,1,1,1,1,21,4.30102999566398,82
23,0,1,1,1,22,4.778151250383643,148
17,0,1,1,1,19,5.190331698170291,90
16,0,1,1,2,16,5.0,68
19,0,1,1,2,13,5.0413926851582245,120
24,0,0,1,2,16,4.6510064950884535,99
22,0,1,1,1,22,4.954242509439324,69
12,1,1,1,2,21,5.296665190261531,67
23,0,1,1,1,13,5.079181246047624,70
19,0,1,1,1,13,4.845098040014256,62
18,0,1,1,1,21,4.778151250383643,74
12,1,1,1,3,21,4.602059991327962,37
19,0,1,1,3,26,5.0,74
25,0,1,1,1,13,4.0,121
19,0,1,1,1,22,5.079181246047624,70
20,1,1,1,2,21,4.698970004336019,86
17,0,1,1,2,16,4.602059991327962,68
24,0,1,1,1,19,4.681241237375587,74
22,1,1,1,1,21,3.6989700043360187,47
24,0,1,1,1,19,4.477121254719662,74
21,1,1,1,1,21,4.602059991327962,67
19,0,1,1,1,11,5.278753600952829,101
21,0,0,0,1,5,4.568201724066994,188
20,1,1,1,1,21,5.079181246047624,86
25,1,1,1,1,21,3.9956351945975492,80
24,0,1,1,1,14,4.3979400086720375,99
20,2,1,1,1,21,4.544068044350275,81
22,0,1,1,1,21,5.0,74
23,1,1,1,1,21,4.322219294733919,82
22,0,1,1,1,21,4.477121254719662,74
22,0,1,1,1,19,5.113943352306836,89
19,0,1,0,1,5,5.0413926851582245,174
22,1,1,1,1,14,4.812913356642856,117
23,0,1,1,1,21,4.778151250383643,88
12,1,1,1,2,21,5.1760912590556805,46
20,0,1,1,1,19,4.7481880270062,126
18,0,1,1,3,17,4.903089986991943,104
23,1,1,1,1,14,4.7558748556724915,87
23,0,0,1,1,22,4.42758347362526,108
24,1,0,1,1,11,3.6329631681672607,106
18,0,1,1,3,21,4.716003343634799,74
20,1,1,1,2,19,4.903089986991943,55
17,1,1,1,2,22,4.845098040014256,65
11,1,1,1,2,21,4.997215953729208,46
24,0,1,1,1,13,4.698970004336019,153
20,0,1,0,1,13,4.903089986991943,120
16,0,1,1,3,21,5.243038048686294,75
22,0,1,0,3,13,4.875061263391699,140
25,1,1,1,1,19,4.544068044350275,82
17,1,1,1,1,16,4.176091259055681,70
20,1,1,1,1,21,4.3979400086720375,94
13,0,1,1,2,22,4.880573521093957,53
18,0,1,1,1,13,5.079181246047624,140
15,1,1,1,1,21,4.763427993562937,46
17,0,1,1,4,19,4.982271233039568,126
23,0,1,1,1,21,4.387389826338729,74
23,1,1,1,1,18,4.602059991327962,67
23,0,0,1,1,19,4.750431248660202,74
16,0,1,1,1,22,5.243038048686294,69
13,1,1,1,2,14,5.079181246047624,78
21,1,1,1,1,19,4.544068044350275,82
24,1,1,1,1,21,4.342422680822206,47
24,1,1,1,1,21,4.544068044350275,83
22,0,0,1,1,21,5.033423755486949,88
11,1,1,1,1,19,4.934498451243567,83
17,1,0,1,1,16,4.3979400086720375,87
17,1,1,1,3,21,4.698970004336019,67
23,0,1,1,1,19,4.778151250383643,74
21,1,1,1,1,19,4.698970004336019,55
17,0,1,1,2,22,5.243038048686294,69
21,0,1,1,2,21,5.060697840353612,74
25,1,1,1,1,19,4.0,68
16,1,1,1,2,17,5.079181246047624,160
21,0,1,1,1,13,4.0,140
25,1,1,1,1,21,3.6989700043360187,73
15,1,1,1,3,21,4.875061263391699,67
22,0,1,1,1,26,4.845098040014256,74
23,1,1,1,2,20,4.544068044350275,53
17,1,0,1,3,14,4.970811610872517,118
24,0,0,1,1,19,4.603599006600034,71
22,0,1,1,2,22,4.6232492903979,69
16,2,1,1,1,19,4.903089986991943,94
22,0,1,1,2,22,4.778151250383643,48
21,0,1,1,1,14,4.954242509439324,99
22,0,1,1,2,16,4.838849090737255,99
18,0,1,1,1,17,5.0,104
11,0,1,1,1,26,5.342422680822206,80
10,1,1,1,3,21,4.886490725172481,37
16,1,1,1,4,19,4.954242509439324,80
22,1,1,1,1,19,4.69196510276736,55
20,0,1,1,1,13,4.778151250383643,62
24,1,1,0,1,21,4.477121254719662,67
14,1,1,1,1,26,4.903089986991943,63
21,0,1,1,2,26,5.0413926851582245,72
24,1,0,0,1,21,4.325248765287537,83
19,0,1,1,2,20,4.648360010980931,84
14,1,1,1,3,21,5.089905111439397,86
25,0,0,1,1,21,4.698970004336019,88
24,1,1,1,1,21,4.602059991327962,67
23,0,1,1,1,13,4.913813852383717,100
25,1,0,0,1,21,3.7498135852929373,82
19,0,1,1,1,11,5.0,101
17,1,1,1,2,21,4.556302500767287,73
24,0,1,1,1,19,4.544068044350275,74
25,0,1,1,1,21,4.0,74
20,0,1,1,2,19,4.954242509439324,71
10,0,1,1,2,22,5.39480177716271,70
25,0,1,1,1,21,4.505149978319905,88
18,0,0,1,1,20,5.0,63
23,0,1,1,1,21,4.954242509439324,74
25,1,1,1,1,22,3.716003343634799,84
17,0,1,1,3,19,4.903089986991943,126
21,1,1,1,1,19,4.30102999566398,68
19,0,1,1,2,15,4.954242509439324,104
19,0,1,1,1,22,4.3979400086720375,70
23,0,1,0,2,15,4.544068044350275,109
15,1,1,1,2,26,4.698970004336019,63
15,1,1,0,2,21,4.954242509439324,103
17,1,1,1,1,19,5.0,68
19,0,0,1,1,21,4.812913356642856,74
16,0,1,1,2,11,5.322219294733919,102
22,1,1,1,1,21,4.903089986991943,67
13,0,1,1,2,22,5.01703333929878,54
17,0,1,1,2,21,5.0,74
24,1,1,1,1,21,4.079181246047624,82
24,0,1,1,2,16,4.477121254719662,99
22,0,0,0,2,26,4.662757831681573,197
18,0,1,1,2,21,5.079181246047624,74
23,1,1,1,1,19,4.278753600952828,82
23,1,1,1,1,19,4.3979400086720375,55
13,1,1,1,1,21,4.544068044350275,64
22,0,1,1,1,14,4.477121254719662,99
21,0,0,1,1,16,5.002515949164436,99
23,0,0,1,1,21,4.4471580313422185,74
4,1,1,1,2,21,4.602059991327962,60
23,0,1,1,2,21,4.819543935541868,88
16,1,1,1,1,21,4.342422680822206,105
23,0,1,1,1,17,4.698970004336019,109
21,0,1,1,1,13,5.0413926851582245,94
17,0,1,1,4,13,5.079181246047624,63
20,0,1,1,1,11,5.301029995663981,67
24,0,1,1,1,19,4.812913356642856,74
19,0,1,1,2,21,4.698970004336019,89
19,0,1,1,1,13,4.6963563887333315,140
22,0,1,1,1,13,5.0413926851582245,140
20,1,1,1,1,21,4.903089986991943,34
22,1,1,1,1,19,4.217483944213906,82
14,2,1,1,2,21,5.049218022670181,58
23,1,1,1,1,21,4.30102999566398,80
23,0,1,1,2,19,4.509619137576772,89
20,1,1,1,2,21,4.763427993562937,67
19,1,1,1,1,21,4.255272505103306,47
23,1,1,1,1,21,4.3979400086720375,67
23,0,1,1,1,19,4.903089986991943,89
17,0,1,1,2,16,4.903089986991943,68
23,1,1,1,1,21,4.602059991327962,67
21,1,1,1,1,21,4.602059991327962,47
25,0,1,1,1,16,4.477121254719662,99
18,0,1,1,1,22,4.829303772831024,68
21,0,1,1,2,14,4.968482948553935,99
23,1,1,1,1,19,4.954242509439324,82
17,1,1,1,2,21,4.3979400086720375,46
18,1,1,1,1,21,4.845098040014256,67
22,0,1,1,1,13,4.903089986991943,77
17,0,1,0,2,13,5.1760912590556805,120
25,0,0,0,1,11,4.633468455579586,172
18,0,1,1,1,13,5.322219294733919,100
14,2,1,1,3,19,5.0413926851582245,94
11,1,1,1,1,19,5.079181246047624,94
18,0,0,1,1,11,5.112695470128153,171
18,1,1,1,2,21,4.544068044350275,35
24,0,1,1,1,15,4.602059991327962,109
25,1,1,0,1,22,3.963787827345555,84
9,1,1,1,3,21,5.214843848047697,46
17,0,0,1,1,22,4.954242509439324,90
17,0,1,1,2,21,4.845098040014256,74
15,1,1,1,2,11,5.0,138
5,1,1,1,3,21,5.0,37
17,1,1,1,1,21,5.143014800254094,67
25,0,1,1,1,19,4.602059991327962,126
23,0,1,1,1,21,4.602059991327962,74
23,1,1,1,1,23,4.903089986991943,53
21,1,1,0,1,16,4.477121254719662,110
19,0,1,1,2,21,4.954242509439324,74
22,0,1,1,2,13,4.695481676490197,77
23,0,1,1,1,13,5.0,70
15,1,1,1,1,14,4.544068044350275,118
18,1,1,1,1,16,4.3979400086720375,70
23,1,1,1,2,19,4.477121254719662,82
6,0,1,1,4,22,5.079181246047624,68
23,0,1,1,1,21,4.778151250383643,88
22,0,1,1,1,13,4.845098040014256,63
23,0,1,1,1,19,4.4471580313422185,89
20,1,1,1,1,19,4.778151250383643,55
20,0,1,1,1,21,4.954242509439324,89
14,1,1,1,4,21,5.0,105
17,0,1,1,1,21,5.146128035678237,74
19,0,1,1,3,21,4.963787827345555,89
25,1,1,1,1,21,4.176091259055681,82
19,0,1,1,2,21,4.934498451243567,74
21,1,1,1,1,14,4.698970004336019,87
23,1,0,1,1,19,4.544068044350275,80
22,0,1,1,1,21,5.1760912590556805,74
19,0,1,1,2,20,4.908485018878649,108
22,1,1,1,1,20,4.6127838567197355,53
23,1,1,1,1,21,4.662757831681573,82
20,0,1,1,2,14,4.602059991327962,99
20,1,1,1,1,18,5.0,67
16,0,1,1,2,13,5.57978359661681,63
18,0,1,0,1,8,4.698970004336019,170
21,0,1,1,1,19,5.394451680826215,89
4,1,1,1,2,21,5.0,37
17,1,1,1,3,21,4.602059991327962,46
21,1,0,1,1,21,4.707570176097936,82
23,0,1,1,1,16,5.004321373782642,99
23,0,0,1,1,16,4.799064719351008,99
24,1,1,1,1,19,4.431363764158987,121
13,0,1,1,1,16,5.0413926851582245,68
24,1,1,1,1,20,4.0,53
23,0,0,1,1,19,4.690196080028513,74
19,0,1,1,3,26,4.954242509439324,58
22,1,1,1,1,21,4.778151250383643,83
24,1,1,1,1,16,4.152288344383056,87
20,1,1,1,1,19,4.903089986991943,82
23,0,1,1,1,21,4.602059991327962,88
19,0,1,1,2,11,5.643452676486187,101
18,0,1,1,3,22,4.954242509439324,70
23,0,1,1,1,22,4.903089986991943,74
21,1,1,1,1,21,4.903089986991943,47
16,1,1,0,1,14,4.3979400086720375,118
16,1,1,1,3,19,4.903089986991943,79
14,1,1,1,3,26,5.0,62
21,1,1,1,1,19,4.602059991327962,82
23,1,1,1,1,21,4.431363764158987,91
17,1,0,1,1,11,4.658011396657112,89
12,1,1,1,1,8,4.602059991327962,178
21,0,1,1,1,25,4.826074802700826,92
16,1,1,1,1,16,4.672097857935717,101
18,1,1,1,2,21,4.845098040014256,86
