year,fuel,seller_type,transmission,owner,brand,km_dr_gr,mpow_val
18,1,1,1,1,21,4.477121254719662,37
17,1,1,1,2,19,5.0413926851582245,68
22,1,1,1,1,21,4.176091259055681,67
17,0,1,1,2,22,4.954242509439324,69
23,2,1,1,1,21,5.146128035678237,62
21,0,1,1,1,19,5.0,89
19,0,1,1,1,13,4.778151250383643,120
17,1,1,1,1,14,4.544068044350275,118
19,0,1,1,2,17,4.903089986991943,138
15,0,1,0,2,9,4.778151250383643,181
19,0,1,0,2,19,5.079181246047624,126
21,1,1,1,1,19,4.778151250383643,82
19,1,0,1,1,19,4.568201724066994,79
17,0,1,1,2,21,5.27415784926368,75
21,1,1,1,1,14,4.602059991327962,117
21,1,1,1,1,23,4.903089986991943,67
24,1,1,1,1,21,4.477121254719662,47
23,1,1,1,1,22,4.3979400086720375,84
23,1,1,1,2,16,4.477121254719662,121
10,1,1,1,1,21,5.0413926851582245,67
14,1,1,1,1,19,4.602059991327962,62
22,0,1,1,1,13,5.079181246047624,77
21,0,1,1,1,11,4.778151250383643,87
22,1,1,1,2,21,4.531478917042255,91
22,0,0,0,1,19,4.887335930399166,126
20,1,1,1,1,21,4.012837224705172,47
16,0,1,1,2,19,5.0413926851582245,110
22,0,1,1,2,11,4.3979400086720375,148
22,0,1,1,1,21,4.919078092376074,88
19,1,1,1,2,19,4.875061263391699,55
17,0,1,1,2,22,5.235528446907548,53
19,0,0,1,1,16,4.838849090737255,67
21,0,1,1,3,11,5.110589710299249,87
20,0,1,1,3,13,5.477121254719662,120
19,0,1,1,1,21,5.079181246047624,74
25,1,1,0,1,19,4.176091259055681,82
22,0,0,1,1,19,4.897627091290441,126
11,0,1,0,2,8,5.079199341274056,198
14,1,1,1,2,21,4.903089986991943,37
21,1,1,1,1,22,4.3979400086720375,89
17,1,1,1,1,21,4.602059991327962,46
23,1,1,1,1,19,4.3979400086720375,68
24,1,1,1,1,22,4.875061263391699,84
20,0,1,1,2,13,4.903089986991943,140
18,0,1,1,3,21,5.0,89
19,1,1,1,1,26,4.662757831681573,85
23,0,1,1,1,21,5.079181246047624,88
21,0,1,1,1,20,4.778151250383643,84
22,0,1,1,1,21,4.954242509439324,88
22,1,1,1,1,21,4.3979400086720375,67
11,1,1,1,2,21,5.079181246047624,88
17,0,1,1,2,13,4.845098040014256,63
23,0,1,1,1,13,5.079181246047624,77
20,0,0,1,1,21,4.832508912706236,74
21,0,1,1,1,16,5.146128035678237,68
22,1,1,1,1,20,4.439332693830263,53
24,1,1,1,1,22,4.845098040014256,108
24,1,1,0,1,21,4.544068044350275,67
26,1,1,0,1,19,3.6989700043360187,82
24,1,1,1,1,19,5.079181246047624,82
23,1,1,1,1,23,5.146128035678237,67
25,0,1,1,3,16,4.477121254719662,99
18,0,1,1,2,21,5.0,74
18,0,1,1,2,11,5.352182518111363,100
24,1,1,1,1,20,4.698970004336019,67
19,0,0,0,1,13,5.068185861746161,184
18,0,1,1,2,19,4.954242509439324,89
18,1,0,1,1,21,4.750091642522122,86
23,1,1,1,1,21,4.103803720955956,67
18,1,1,1,1,21,4.30102999566398,67
15,0,1,1,2,13,4.845098040014256,63
18,0,1,1,1,21,4.832508912706236,74
23,1,1,1,1,21,4.30102999566398,47
21,1,0,1,1,14,4.764631865023407,117
22,0,1,1,1,19,4.903089986991943,126
18,1,1,1,2,21,4.845098040014256,67
18,2,1,1,1,19,5.079181246047624,55
22,0,0,0,1,15,4.944482672150168,104
20,1,1,1,1,21,4.903089986991943,82
24,0,0,1,1,21,4.591064607026499,74
16,0,1,1,1,11,5.3802112417116055,171
19,0,1,1,2,17,4.845098040014256,74
22,0,1,1,2,13,4.903089986991943,63
16,0,1,1,1,22,4.903089986991943,89
23,0,0,1,1,19,4.845098040014256,126
14,0,1,1,2,19,5.079181246047624,110
18,0,1,1,2,19,4.903089986991943,89
18,1,1,1,1,21,4.477121254719662,86
18,0,1,1,1,22,4.698970004336019,70
23,0,1,1,1,13,4.544068044350275,62
18,1,1,1,2,13,5.0413926851582245,75
18,0,1,1,4,22,5.079181246047624,84
22,1,1,1,1,19,4.7625435289079086,82
24,1,0,1,1,21,4.230448921378274,82
19,0,1,0,3,16,5.0413926851582245,156
25,1,1,1,1,19,4.267171728403013,68
22,1,0,1,1,16,4.591064607026499,121
19,0,1,1,1,22,4.954242509439324,69
24,1,0,1,1,20,4.340444114840118,53
23,0,1,1,1,20,4.812913356642856,108
23,0,1,1,1,21,4.875061263391699,74
25,1,0,1,1,19,3.6721902511882525,82
14,1,1,1,2,14,5.079181246047624,118
26,1,1,1,1,21,4.113943352306836,67
10,1,1,1,2,14,4.7923916894982534,90
17,0,1,1,1,22,5.079181246047624,89
14,1,1,1,1,19,5.281033367247727,62
12,1,1,1,3,21,4.903089986991943,67
6,1,1,1,4,21,5.255272505103306,60
23,1,1,1,1,21,4.954242509439324,82
19,0,1,1,1,26,4.778151250383643,74
24,0,1,1,1,13,4.060697840353611,100
23,1,1,1,2,21,4.30102999566398,67
18,1,1,1,1,21,4.903089986991943,67
15,1,1,1,1,21,5.079181246047624,86
18,0,1,1,2,13,5.079181246047624,120
21,1,1,1,2,21,4.602059991327962,67
16,0,1,1,2,22,5.0,75
22,1,0,1,1,21,4.778151250383643,67
25,1,1,1,1,22,4.0,84
22,1,1,1,1,19,4.230448921378274,55
16,1,1,1,1,19,4.690196080028513,80
9,1,1,1,3,21,4.812913356642856,67
13,0,1,1,3,22,5.110589710299249,70
24,1,1,0,1,21,4.3979400086720375,82
24,1,1,0,1,21,4.477121254719662,67
22,1,1,1,1,21,4.431363764158987,67
21,1,1,1,1,20,4.0,53
20,0,1,1,1,21,4.698970004336019,74
23,0,1,1,1,22,4.3979400086720375,108
17,1,1,1,2,26,4.602059991327962,62
16,1,1,1,2,14,5.079181246047624,118
13,1,1,1,4,21,5.0413926851582245,67
24,1,1,1,1,21,4.060697840353611,67
25,1,1,1,1,19,4.096910013008056,82
23,0,1,0,1,22,4.602059991327962,154
20,0,1,0,2,15,4.886490725172481,104
18,1,1,1,1,21,5.045322978786658,46
17,1,1,1,3,19,4.7923916894982534,94
24,1,1,0,1,23,4.30102999566398,67
3,1,1,0,4,21,4.973127853599698,85
20,0,1,1,1,22,5.46534864197411,138
18,2,1,1,2,21,4.91539983521227,38
21,1,1,1,1,19,4.602059991327962,55
17,1,1,1,1,21,5.0413926851582245,67
22,0,1,1,2,22,5.0413926851582245,69
18,0,0,1,2,16,4.903035696788497,67
22,1,1,1,1,13,5.0413926851582245,82
11,1,1,1,4,21,4.845098040014256,46
19,0,1,1,1,21,4.845098040014256,74
12,1,1,1,2,21,5.14921911265538,60
21,0,1,1,1,19,4.778151250383643,126
17,0,1,1,2,21,4.845098040014256,74
18,1,1,1,2,21,5.55630611987289,67
20,0,1,1,2,26,4.845098040014256,72
19,0,1,1,1,20,5.079181246047624,85
21,0,1,1,1,13,4.845098040014256,120
22,0,1,1,1,22,4.778151250383643,69
20,0,1,1,1,11,5.397940008672037,67
18,0,1,1,1,15,5.161368002234974,104
20,0,1,1,2,16,5.113943352306836,99
20,0,1,1,1,19,5.0253058652647695,126
20,0,1,1,2,21,4.778151250383643,89
14,1,1,1,2,21,4.602059991327962,37
23,1,1,1,1,21,4.477121254719662,67
20,0,1,1,1,17,4.954242509439324,104
24,1,1,1,1,19,4.0413926851582245,121
24,0,1,1,1,13,4.602059991327962,138
24,1,0,0,1,19,4.491361693834272,82
11,0,1,1,3,11,5.3802112417116055,102
14,0,1,1,2,27,4.778151250383643,52
22,0,1,1,1,19,4.477121254719662,70
23,1,0,1,1,14,4.633468455579586,117
21,0,1,1,1,19,4.698970004336019,126
25,0,1,1,1,22,4.3979400086720375,138
20,1,0,1,1,19,4.459392487759231,82
15,0,1,1,2,19,5.33041377334919,110
11,1,1,1,3,21,4.698970004336019,67
17,0,1,1,2,25,5.068185861746161,75
22,0,1,1,1,10,5.079181246047624,176
22,0,1,1,1,13,4.698970004336019,100
21,0,1,1,2,16,5.0413926851582245,99
23,1,1,1,2,19,4.6232492903979,68
19,0,1,1,2,22,5.079181246047624,84
14,1,1,1,1,14,4.875061263391699,78
23,1,1,1,1,21,5.356025857193122,91
18,1,1,1,1,14,4.414973347970817,87
21,1,1,1,3,23,4.544068044350275,67
21,1,1,1,1,19,4.556302500767287,82
23,1,1,1,2,21,4.698970004336019,47
24,0,1,1,1,18,4.477121254719662,83
25,1,0,0,1,14,3.8470788620657146,89
16,1,1,1,1,21,4.812913356642856,67
18,0,1,1,1,13,4.698970004336019,62
19,0,0,1,1,11,4.977723605288848,102
13,1,1,1,3,21,4.947923619831726,46
16,0,1,1,1,22,5.198657086954422,90
17,1,1,1,3,21,4.845098040014256,86
19,0,1,1,3,21,5.0,74
18,0,1,1,2,20,5.0,84
25,0,1,1,1,13,4.146128035678237,70
16,0,1,1,2,11,5.301029995663981,102
14,0,1,1,3,22,5.0413926851582245,120
19,0,1,1,2,13,4.903089986991943,140
24,1,1,1,2,21,4.845098040014256,82
24,1,1,1,1,14,4.008600171761917,118
24,1,0,1,1,14,4.460897842756547,117
19,0,0,1,2,21,4.826074802700826,74
20,1,0,1,2,19,4.60770158958106,83
18,1,1,1,1,21,4.954242509439324,67
24,0,0,1,1,13,4.3802112417116055,153
23,0,1,1,4,16,4.602059991327962,99
21,0,1,1,1,21,4.698970004336019,88
17,0,1,1,4,17,5.096910013008055,104
18,1,1,1,1,21,4.707570176097936,37
13,1,1,0,1,8,5.079181246047624,178
17,0,1,1,2,13,4.845098040014256,120
23,0,1,1,1,4,4.698970004336019,170
17,1,1,1,1,21,4.662757831681573,67
17,1,1,1,1,21,5.079181246047624,67
15,1,1,1,2,21,4.845098040014256,46
23,1,0,0,1,16,4.644212027590925,110
20,0,1,1,2,13,4.845098040014256,105
23,0,1,1,1,13,4.778151250383643,140
23,1,1,1,2,21,4.414973347970817,82
25,0,1,1,1,13,4.477121254719662,121
23,0,1,0,1,19,4.826074802700826,126
10,1,1,1,3,14,5.0413926851582245,100
12,1,1,0,2,21,5.0,64
20,0,1,0,1,0,4.707570176097936,271
22,0,1,1,3,21,4.778151250383643,74
22,1,1,1,2,21,4.903089986991943,83
20,0,1,1,2,21,4.903089986991943,74
18,1,0,1,1,21,3.929418925714293,82
18,0,1,1,1,17,4.780317312140151,74
25,1,1,1,1,14,4.544068044350275,89
22,1,1,1,1,19,4.698970004336019,68
23,0,1,1,1,13,4.778151250383643,100
23,1,1,1,1,23,4.477121254719662,54
25,1,0,0,0,14,4.395448712315872,139
20,0,1,1,1,20,5.123851640967085,108
22,0,1,1,1,16,4.477121254719662,99
23,1,0,1,1,19,4.459120968849541,82
22,1,1,1,1,20,4.30102999566398,53
19,0,1,1,2,22,5.0413926851582245,138
24,0,1,1,1,13,5.056904851336473,94
20,0,1,1,2,18,4.954242509439324,84
16,1,1,1,2,26,4.778151250383643,102
25,0,1,0,1,19,4.30102999566398,126
21,0,1,1,1,14,4.477121254719662,99
19,1,1,1,2,19,4.633468455579586,83
22,0,0,1,1,16,4.655301744947293,99
19,1,1,1,3,21,5.0,73
16,1,1,1,1,16,4.477121254719662,70
17,1,1,1,2,21,4.698970004336019,73
16,1,1,1,1,22,4.681241237375587,65
23,1,1,1,2,21,4.77451696572855,67
18,1,1,1,2,14,4.986771734266244,87
17,0,1,1,2,13,5.113943352306836,112
18,0,1,1,3,26,5.0,58
17,1,1,1,1,11,4.845098040014256,89
16,0,1,1,3,21,5.113943352306836,75
17,0,1,1,3,16,5.012837224705172,68
21,0,1,1,1,16,4.778151250383643,99
17,0,1,1,1,21,4.857332496431268,74
21,0,1,1,2,13,4.4471580313422185,140
23,1,1,1,1,21,4.633468455579586,83
26,1,1,1,2,16,3.6989700043360187,95
26,1,0,0,1,3,3.2041199826559246,141
22,1,1,1,1,19,4.602059991327962,82
24,1,1,0,1,19,4.30102999566398,99
16,0,1,1,2,13,5.406540180433955,95
21,0,1,1,1,13,4.845098040014256,120
24,0,1,1,1,21,4.602059991327962,88
19,0,1,1,1,21,5.1760912590556805,74
24,1,1,1,1,19,4.30102999566398,82
25,0,1,1,1,21,4.431363764158987,74
24,1,1,1,1,19,4.176091259055681,121
23,0,1,1,1,17,4.869231719730975,109
18,1,1,1,1,22,4.079181246047624,64
23,1,1,1,1,19,5.0,55
21,0,1,1,1,13,4.954242509439324,75
18,0,1,1,1,22,4.954242509439324,138
23,0,1,1,1,14,5.079181246047624,99
18,0,1,1,3,19,5.079181246047624,126
20,0,1,1,1,22,4.954242509439324,69
14,1,1,1,2,21,5.290034611362517,46
18,1,1,1,2,18,4.845098040014256,98
18,0,1,1,2,22,5.364434667646853,75
17,0,1,1,2,19,5.107209969647868,126
15,0,1,1,3,21,5.1760912590556805,74
16,0,1,1,2,19,4.954242509439324,90
15,1,1,1,2,21,4.778151250383643,67
22,1,1,1,1,16,4.643452676486187,87
23,1,1,1,1,19,4.30102999566398,82
25,1,1,1,1,23,3.1139433523068365,67
17,1,1,1,2,19,4.778151250383643,79
19,1,1,1,3,19,4.875061263391699,82
13,0,1,1,2,19,5.0413926851582245,110
19,1,0,1,1,19,4.551230355342971,83
24,0,0,1,1,16,4.547503955893324,99
23,0,0,1,1,14,4.591064607026499,99
24,1,1,1,1,14,4.544068044350275,89
23,1,1,0,1,21,4.602059991327962,82
21,0,1,1,1,21,4.954242509439324,89
18,0,1,1,3,22,4.954242509439324,138
19,1,1,1,2,19,4.602059991327962,55
21,0,1,1,1,19,5.079181246047624,71
23,1,1,1,1,20,3.6989700043360187,53
11,1,1,0,2,14,4.903089986991943,218
17,0,1,1,3,11,5.477121254719662,102
25,1,1,1,1,19,4.954242509439324,82
21,1,1,1,1,14,4.3560258571931225,89
19,0,1,1,1,19,5.079181246047624,126
17,1,1,1,2,21,4.954242509439324,66
23,0,1,1,1,21,4.724275869600789,88
23,1,1,1,1,19,4.3524140800906705,82
19,0,1,1,1,26,4.698970004336019,58
24,1,1,1,1,21,4.3979400086720375,103
17,1,1,1,1,21,4.8095597146352675,67
23,0,1,1,1,14,4.477121254719662,98
15,0,1,1,2,26,5.361727836017593,72
24,0,1,1,1,16,4.778151250383643,99
23,1,1,1,1,19,4.845098040014256,82
21,1,1,1,1,21,4.954242509439324,94
23,1,1,0,1,19,4.0,82
10,1,1,1,2,19,5.0413926851582245,94
13,0,1,1,3,13,5.079181246047624,63
22,1,1,1,1,21,4.30102999566398,91
16,0,1,1,4,26,5.423245873936807,80
22,0,1,1,1,19,4.973127853599698,126
23,0,1,1,1,21,4.477121254719662,74
20,0,1,1,1,14,5.204119982655924,99
21,1,0,1,1,14,4.683299252239659,89
19,0,1,1,1,22,4.903089986991943,69
16,1,1,1,1,26,4.799340549453581,79
24,1,1,1,1,21,4.0,83
22,0,1,1,1,13,4.763427993562937,120
21,0,1,1,1,21,4.778151250383643,74
12,1,1,0,1,19,5.079181246047624,127
21,0,1,1,1,11,4.845098040014256,101
18,1,1,1,1,17,4.903089986991943,74
21,0,1,1,1,16,4.954242509439324,99
23,0,0,0,1,11,4.7923916894982534,172
23,0,0,1,1,16,4.806057811480944,90
18,1,1,1,1,21,4.602059991327962,67
19,0,1,1,1,13,4.8808135922807905,62
24,0,1,1,1,16,4.903089986991943,99
25,1,1,1,1,19,3.9030899869919433,82
25,1,1,1,1,20,4.954242509439324,67
19,0,1,1,2,13,4.903089986991943,62
23,1,1,1,2,19,4.30102999566398,55
24,0,1,1,1,13,4.778151250383643,75
19,1,1,1,2,26,5.0413926851582245,85
24,0,1,1,1,22,4.146128035678237,108
13,1,1,1,2,21,5.003245054813147,88
24,0,1,1,1,21,4.7923916894982534,74
22,1,1,1,1,19,4.3979400086720375,82
24,0,1,1,1,16,4.903089986991943,99
23,0,1,1,1,21,4.785329835010767,74
15,1,1,0,2,14,5.079181246047624,159
16,1,1,1,1,21,4.806179973983887,46
18,0,1,1,1,16,4.732393759822968,68
13,0,1,1,1,11,5.230448921378273,102
25,0,1,0,2,13,4.3979400086720375,153
22,0,1,1,1,26,5.0,72
20,0,1,1,2,14,5.0,99
20,0,1,1,1,21,4.954242509439324,74
25,1,1,0,1,22,3.408239965311849,84
17,0,1,1,2,21,4.929418925714292,89
17,0,1,1,2,13,5.0,64
21,0,1,1,1,21,4.903089986991943,89
13,0,1,1,2,15,5.301029995663981,122
21,0,1,1,1,21,4.903089986991943,74
14,0,1,1,1,22,4.903089986991943,68
21,1,1,1,1,23,4.778151250383643,67
16,0,1,1,1,11,5.523746466811564,102
19,0,1,1,1,21,5.079181246047624,74
23,1,1,1,1,19,4.477121254719662,82
23,1,1,1,1,16,4.903089986991943,87
20,1,1,1,1,19,4.3979400086720375,82
17,1,1,1,1,19,4.903089986991943,68
22,1,0,1,1,20,4.824080253393191,53
20,0,1,1,1,16,4.681241237375587,99
20,1,1,1,1,21,4.3979400086720375,86
18,0,1,1,1,17,5.301029995663981,74
24,1,1,1,1,21,4.0,47
19,0,1,0,3,2,4.88930170250631,188
17,0,1,1,1,22,5.079181246047624,138
16,2,1,1,2,19,4.903089986991943,62
19,0,1,1,2,19,4.724275869600789,89
20,0,0,1,1,20,4.602059991327962,84
11,1,1,1,4,19,5.079181246047624,83
13,1,1,1,2,19,4.875061263391699,63
17,0,1,1,1,19,5.184691430817598,126
23,1,1,1,1,22,5.079181246047624,89
22,1,1,1,3,20,4.477121254719662,53
21,1,1,1,2,21,5.079181246047624,73
22,0,1,1,1,21,4.544068044350275,74
23,1,1,1,1,22,4.602059991327962,84
14,1,1,1,2,21,4.0,37
18,0,1,1,1,19,5.079181246047624,126
22,0,1,1,1,19,4.698970004336019,126
22,0,1,1,1,19,4.544068044350275,89
21,0,1,1,1,21,4.857332496431268,74
3,1,1,1,2,21,5.079181246047624,37
11,1,1,1,4,21,5.0,46
20,1,1,1,3,21,4.903089986991943,94
13,1,1,1,2,21,4.778151250383643,46
21,0,1,1,1,22,4.544068044350275,89
23,1,1,1,1,21,4.662757831681573,83
22,0,1,1,1,13,5.1760912590556805,63
16,1,1,1,1,21,4.544068044350275,46
10,1,1,1,2,21,5.342422680822206,37
18,0,1,1,3,21,4.845098040014256,74
22,1,1,1,2,21,4.602059991327962,91
16,0,1,1,1,16,5.079181246047624,68
17,1,1,1,1,21,4.903089986991943,67
23,0,1,1,1,21,5.079181246047624,74
19,1,1,1,2,19,5.079181246047624,62
13,0,1,1,3,11,5.301029995663981,102
21,2,1,1,2,22,4.778151250383643,55
0,1,1,1,1,21,4.778151250383643,37
19,0,1,1,2,11,4.903089986991943,101
22,0,0,1,1,22,4.799340549453581,84
23,1,1,1,1,20,4.477121254719662,67
22,0,1,1,1,13,4.90036712865647,120
23,0,1,1,2,13,4.778151250383643,70
23,1,1,1,1,21,4.602059991327962,82
25,1,1,1,1,19,4.176091259055681,121
19,0,1,0,2,9,5.146128035678237,184
17,0,1,1,2,26,5.075546961392531,124
21,0,1,1,2,21,5.146128035678237,74
15,1,1,1,2,14,5.096910013008055,130
20,0,1,1,2,13,5.222716471147582,63
19,0,1,1,1,14,5.0,99
14,1,1,1,4,21,4.903089986991943,67
21,0,1,1,1,21,4.477121254719662,74
25,1,0,1,1,18,4.061942292028086,105
18,2,1,1,1,21,4.845098040014256,58
17,0,1,1,2,13,4.7558748556724915,64
22,0,1,1,1,21,5.079181246047624,88
16,1,0,1,1,21,4.667761052564345,67
17,1,1,1,2,14,4.954242509439324,118
16,0,1,1,2,11,5.096910013008055,171
15,0,1,1,3,21,5.079181246047624,74
22,0,1,1,1,17,4.698970004336019,89
13,0,1,1,3,22,5.0413926851582245,62
13,1,1,1,3,26,4.778151250383643,76
23,0,1,1,1,21,4.708811674297328,88
24,1,1,1,1,19,4.602059991327962,82
18,0,1,1,1,13,5.079181246047624,120
19,0,1,1,1,22,5.123851640967085,138
12,1,1,1,2,14,5.0413926851582245,78
23,1,1,1,1,16,4.3979400086720375,87
23,1,1,1,1,21,4.59659709562646,82
21,1,1,1,1,26,4.903089986991943,82
22,0,1,1,1,19,5.079181246047624,71
21,0,0,1,1,13,4.591064607026499,140
24,1,1,1,1,19,4.142608435502472,121
24,1,1,1,1,19,4.6232492903979,82
21,0,1,1,2,13,4.903089986991943,62
23,0,1,1,1,21,4.716003343634799,88
22,1,1,1,1,21,4.602059991327962,83
21,1,1,1,1,18,4.903089986991943,67
23,1,1,1,1,21,4.3979400086720375,47
21,1,1,1,1,21,4.698970004336019,83
11,0,1,1,3,16,5.079181246047624,68
14,0,1,1,2,13,5.079181246047624,63
