iter	RMSE
0	6434.867108
1	6305.821362
2	6183.32352
3	6066.192328
4	5949.523478
5	5840.363449
6	5736.812606
7	5636.348358
8	5542.271738
9	5459.15246
10	5373.79665
11	5298.866095
12	5221.828835
13	5146.709149
14	5078.644576
15	5011.695239
16	4948.670379
17	4892.552209
18	4843.594849
19	4789.771509
20	4739.965827
21	4693.59242
22	4648.80533
23	4604.114446
24	4565.326757
25	4525.09166
26	4489.834307
27	4454.045182
28	4421.770517
29	4392.115133
30	4364.511299
31	4338.284384
32	4313.076345
33	4291.953213
34	4268.402725
35	4244.770839
36	4228.123245
37	4207.97569
38	4187.081617
39	4167.434023
40	4149.560934
41	4133.17183
42	4117.856291
43	4102.978984
44	4088.746993
45	4075.964575
46	4062.521409
47	4051.064907
48	4039.390507
49	4027.531765
50	4016.655062
51	4005.975661
52	3997.451216
53	3988.981773
54	3982.139391
55	3972.549907
56	3965.812501
57	3955.988592
58	3947.616116
59	3942.113433
60	3934.251934
61	3929.347668
62	3926.523172
63	3919.462458
64	3913.409715
65	3907.699734
66	3903.454818
67	3899.175089
68	3892.210435
69	3884.732189
70	3877.943789
71	3870.715671
72	3865.325834
73	3858.831445
74	3853.363412
75	3849.855439
76	3844.983071
77	3840.03729
78	3834.433573
79	3831.765923
80	3827.754088
81	3824.369409
82	3820.932908
83	3818.896492
84	3813.350748
85	3810.404449
86	3806.951164
87	3804.961582
88	3801.719958
89	3797.474755
90	3793.647726
91	3791.204288
92	3788.056157
93	3784.744328
94	3780.365461
95	3777.770538
96	3776.204374
97	3773.931401
98	3770.531673
99	3768.288821
100	3765.744553
101	3763.381087
102	3759.929018
103	3754.172492
104	3748.609417
105	3742.814026
106	3742.394504
107	3739.198217
108	3735.422376
109	3730.104873
110	3727.147332
111	3719.753631
112	3714.766463
113	3713.362052
114	3710.301384
115	3707.059711
116	3704.482107
117	3700.049858
118	3695.423784
119	3693.880871
120	3690.4849
121	3688.538158
122	3683.545872
123	3677.533099
124	3674.958525
125	3672.402511
126	3668.659859
127	3665.28959
128	3659.897853
129	3657.231986
130	3652.79971
131	3649.821912
132	3646.028081
133	3642.528282
134	3639.785494
135	3637.054815
136	3634.277912
137	3633.217706
138	3630.294604
139	3626.728017
140	3623.864329
141	3619.847684
142	3615.560086
143	3612.495986
144	3608.388603
145	3605.322235
146	3602.72984
147	3597.881381
148	3595.615357
149	3591.501757
150	3587.542815
151	3583.367561
152	3580.098097
153	3575.185082
154	3575.006083
155	3572.561619
156	3570.104916
157	3565.071334
158	3561.852952
159	3558.898342
160	3556.918587
161	3552.268283
162	3548.615407
163	3545.910769
164	3543.781716
165	3541.150487
166	3537.905693
167	3537.136155
168	3533.912024
169	3531.549428
170	3530.813042
171	3528.179694
172	3526.577598
173	3523.208085
174	3520.613477
175	3518.089357
176	3514.22018
177	3510.128287
178	3507.152318
179	3504.617712
180	3499.67593
181	3496.470593
182	3492.881084
183	3489.051342
184	3486.329888
185	3482.456711
186	3477.105578
187	3474.744445
188	3471.214226
189	3466.601688
190	3464.119836
191	3459.935749
192	3455.787826
193	3448.996619
194	3445.801374
195	3443.124073
196	3438.501526
197	3437.133697
198	3434.002758
199	3432.107069
200	3427.919431
201	3423.307002
202	3420.819566
203	3417.04243
204	3413.071429
205	3410.747367
206	3407.109576
207	3403.097054
208	3400.837416
209	3397.809588
210	3396.433509
211	3391.467968
212	3387.108102
213	3383.804206
214	3380.660295
215	3377.630321
216	3375.073452
217	3372.446508
218	3368.48164
219	3366.333844
220	3364.717426
221	3362.176257
222	3361.051229
223	3358.622413
224	3356.638276
225	3353.182771
226	3347.747965
227	3343.14874
228	3341.299711
229	3338.060821
230	3333.984584
231	3329.812777
232	3327.707265
233	3324.9022
234	3324.075384
235	3320.711125
236	3319.89244
237	3318.07597
238	3317.07022
239	3315.418666
240	3313.461425
241	3310.576762
242	3308.806726
243	3307.237706
244	3303.79756
245	3301.780427
246	3297.23218
247	3295.138358
248	3292.017342
249	3290.180504
250	3288.248157
251	3287.099154
252	3285.296018
253	3281.778915
254	3279.724243
255	3277.655156
256	3275.904261
257	3274.170074
258	3270.216831
259	3268.855689
260	3267.20509
261	3265.538902
262	3261.883375
263	3260.483297
264	3259.295197
265	3257.75199
266	3253.498827
267	3250.441332
268	3248.843513
269	3248.169142
270	3245.73376
271	3243.305325
272	3241.990319
273	3239.722321
274	3238.785704
275	3238.044319
276	3237.375451
277	3233.816313
278	3230.562435
279	3229.434381
280	3226.059516
281	3223.040257
282	3221.496549
283	3220.407401
284	3219.729887
285	3218.014475
286	3216.511125
287	3215.371031
288	3213.892325
289	3212.452704
290	3210.220412
291	3208.015332
292	3206.961799
293	3203.520003
294	3201.926443
295	3197.530447
296	3195.591221
297	3194.937664
298	3193.853547
299	3190.566865
300	3189.137766
301	3187.584046
302	3186.030909
303	3182.325221
304	3180.687642
305	3177.794403
306	3173.525918
307	3169.529655
308	3168.567534
309	3167.253475
310	3165.575394
311	3164.277592
312	3163.192715
313	3158.522502
314	3157.623319
315	3155.364607
316	3154.34166
317	3153.473214
318	3149.427127
319	3147.32955
320	3145.745576
321	3141.950583
322	3140.504422
323	3136.297136
324	3135.310578
325	3130.814562
326	3127.599707
327	3123.550793
328	3122.33853
329	3121.391095
330	3118.564228
331	3114.276458
332	3111.652006
333	3110.701996
334	3108.247675
335	3107.513044
336	3103.199961
337	3102.139299
338	3098.156943
339	3094.635656
340	3092.267088
341	3089.816961
342	3088.712421
343	3087.272426
344	3084.580402
345	3083.046799
346	3082.309918
347	3080.739129
348	3080.135594
349	3079.876678
350	3075.878444
351	3074.819145
352	3073.68933
353	3072.96408
354	3069.157315
355	3068.52393
356	3064.584261
357	3063.214344
358	3062.545156
359	3061.474647
360	3057.731601
361	3053.932028
362	3053.123214
363	3050.893367
364	3050.213755
365	3049.073943
366	3047.42204
367	3046.830314
368	3044.891576
369	3044.182258
370	3043.028758
371	3041.905159
372	3038.139242
373	3034.593263
374	3033.702863
375	3032.730235
376	3031.4561
377	3028.31488
378	3027.050421
379	3026.580808
380	3022.84339
381	3019.088807
382	3018.112568
383	3016.534649
384	3012.80596
385	3011.581956
386	3007.913593
387	3006.027231
388	3002.494604
389	3000.656121
390	2997.252582
391	2996.062801
392	2993.42252
393	2993.019174
394	2992.074874
395	2990.693195
396	2987.968228
397	2984.953502
398	2982.640506
399	2979.348103
400	2978.042966
401	2976.111321
402	2974.979793
403	2974.452556
404	2973.549886
405	2972.994155
406	2971.357991
407	2970.576212
408	2969.874166
409	2968.48929
410	2966.019721
411	2964.625093
412	2962.172553
413	2961.695326
414	2958.442139
415	2955.924171
416	2953.655243
417	2952.320783
418	2948.757895
419	2948.267532
420	2947.718902
421	2947.241878
422	2943.937812
423	2941.400084
424	2940.937268
425	2938.440557
426	2936.176765
427	2934.711402
428	2931.548686
429	2930.244595
430	2929.464262
431	2928.241826
432	2924.994981
433	2923.687911
434	2920.567706
435	2919.565689
436	2918.327045
437	2917.407246
438	2916.969252
439	2916.551629
440	2912.899861
441	2911.17108
442	2908.604189
443	2906.794015
444	2905.869675
445	2902.919532
446	2900.299978
447	2898.881928
448	2897.952325
449	2895.051476
450	2892.026605
451	2888.257763
452	2885.234452
453	2884.133255
454	2882.926298
455	2880.967072
456	2880.262677
457	2879.198045
458	2875.776361
459	2872.326275
460	2871.519692
461	2869.172246
462	2868.411455
463	2867.382592
464	2865.695185
465	2862.431844
466	2860.245037
467	2859.548528
468	2857.23514
469	2855.551655
470	2852.112158
471	2848.721342
472	2847.540563
473	2847.157736
474	2846.749438
475	2845.610545
476	2844.890419
477	2842.708004
478	2841.843409
479	2840.867894
480	2837.989145
481	2835.865751
482	2833.538163
483	2833.067309
484	2830.938203
485	2828.088474
486	2827.725227
487	2826.859269
488	2825.146795
489	2824.016733
490	2822.338383
491	2821.672267
492	2819.548443
493	2818.456976
494	2815.865285
495	2815.174231
496	2812.414231
497	2810.765998
498	2808.567754
499	2808.209735
500	2805.008065
501	2804.184674
502	2803.108071
503	2802.133809
504	2799.841272
505	2796.960258
506	2796.304035
507	2793.107875
508	2791.537088
509	2789.979313
510	2787.41724
511	2785.646732
512	2784.880551
513	2782.498902
514	2779.86581
515	2777.588394
516	2776.543868
517	2774.415461
518	2771.889111
519	2769.179615
520	2768.540739
521	2767.320972
522	2765.261918
523	2764.570984
524	2762.975744
525	2761.946054
526	2761.644574
527	2759.229913
528	2758.306819
529	2756.299124
530	2755.622921
531	2752.950977
532	2750.983445
533	2748.907716
534	2748.295957
535	2747.727145
536	2745.310891
537	2744.413123
538	2743.694227
539	2743.207727
540	2740.388974
541	2738.099107
542	2737.650342
543	2735.54105
544	2733.348979
545	2732.642834
546	2732.210054
547	2731.0595
548	2728.042809
549	2724.881254
550	2724.212698
551	2723.46887
552	2722.358142
553	2721.659212
554	2720.654216
555	2719.602441
556	2718.525068
557	2716.595163
558	2713.908873
559	2713.541856
560	2710.803441
561	2709.763993
562	2708.733726
563	2707.901553
564	2707.452291
565	2706.006029
566	2705.003848
567	2702.335879
568	2699.259016
569	2698.71913
570	2698.424844
571	2697.415905
572	2696.914569
573	2696.070689
574	2693.952378
575	2691.65838
576	2690.84372
577	2688.654979
578	2687.261611
579	2684.316326
580	2682.097373
581	2679.606705
582	2677.670245
583	2675.582712
584	2674.400587
585	2671.466645
586	2670.937022
587	2670.650986
588	2668.308967
589	2667.899557
590	2665.912693
591	2664.931729
592	2663.108853
593	2662.712275
594	2661.792129
595	2661.314634
596	2660.264548
597	2659.687082
598	2658.672823
599	2657.782636
600	2657.262102
601	2656.735401
602	2653.930603
603	2652.945213
604	2651.103872
605	2649.235306
606	2648.73716
607	2647.176116
608	2644.513232
609	2644.077632
610	2642.764394
611	2641.890583
612	2639.339525
613	2638.595456
614	2637.142049
615	2636.272783
616	2634.911336
617	2634.338944
618	2633.201015
619	2631.455742
620	2630.041695
621	2629.603099
622	2627.191622
623	2625.319589
624	2623.491511
625	2621.657203
626	2619.66696
627	2619.292398
628	2617.324228
629	2615.901647
630	2613.883435
631	2612.417735
632	2609.915066
633	2608.962687
634	2606.643092
635	2605.257355
636	2604.913955
637	2604.078131
638	2603.723557
639	2601.502929
640	2600.089624
641	2597.983164
642	2597.542838
643	2596.344448
644	2594.56351
645	2592.820385
646	2590.803097
647	2590.222371
648	2589.793068
649	2587.999788
650	2586.695463
651	2584.968924
652	2584.764442
653	2583.463227
654	2580.648653
655	2579.693795
656	2578.868322
657	2577.457884
658	2576.907809
659	2576.141196
660	2575.292383
661	2573.625737
662	2572.712811
663	2570.820006
664	2569.409207
665	2568.043737
666	2567.245532
667	2566.443764
668	2565.698378
669	2564.162647
670	2561.487708
671	2560.220303
672	2559.668312
673	2558.829644
674	2558.048597
675	2557.376045
676	2556.433064
677	2554.747643
678	2552.912179
679	2551.248108
680	2549.820586
681	2548.350953
682	2546.377601
683	2545.49121
684	2544.262906
685	2543.08043
686	2542.441124
687	2541.916194
688	2539.311312
689	2537.734517
690	2537.161013
691	2536.688052
692	2536.295937
693	2535.268262
694	2534.146803
695	2532.569446
696	2530.966116
697	2529.46482
698	2527.842999
699	2527.094319
700	2526.188243
701	2525.712656
702	2524.86734
703	2524.024006
704	2523.598904
705	2523.315822
706	2522.759737
707	2520.509162
708	2519.05911
709	2518.82517
710	2515.996318
711	2513.496272
712	2512.905753
713	2510.697124
714	2510.139234
715	2508.604177
716	2507.148518
717	2505.472988
718	2504.68346
719	2502.646545
720	2500.507318
721	2497.342954
722	2496.355369
723	2496.010392
724	2494.573642
725	2493.792282
726	2493.161119
727	2491.905035
728	2491.060724
729	2490.302423
730	2487.837375
731	2486.922987
732	2485.3377
733	2483.545723
734	2482.744094
735	2481.990408
736	2481.276529
737	2479.52683
738	2477.811504
739	2476.276737
740	2474.834215
741	2474.642639
742	2474.289614
743	2473.188216
744	2472.651851
745	2471.204072
746	2469.249616
747	2466.883617
748	2465.329382
749	2464.794576
750	2463.093031
751	2462.567282
752	2459.10472
753	2457.632622
754	2456.240617
755	2454.861426
756	2452.610742
757	2450.758706
758	2450.185689
759	2448.347754
760	2447.604772
761	2445.057526
762	2443.786299
763	2443.30284
764	2442.574082
765	2441.758522
766	2441.070608
767	2439.400073
768	2437.769815
769	2435.32027
770	2433.876843
771	2433.023636
772	2431.295541
773	2430.926949
774	2430.222872
775	2428.792014
776	2428.066984
777	2427.450365
778	2426.644645
779	2426.031078
780	2423.914211
781	2422.703154
782	2421.098468
783	2418.796568
784	2418.072498
785	2416.722948
786	2413.592449
787	2412.680231
788	2410.533061
789	2409.840428
790	2407.61639
791	2407.237476
792	2405.708557
793	2404.216186
794	2402.668859
795	2401.355172
796	2400.168129
797	2399.493381
798	2398.164444
799	2397.543248
800	2395.015462
801	2394.005125
802	2391.787554
803	2390.196338
804	2388.788982
805	2387.67108
806	2385.403892
807	2384.125927
808	2383.479763
809	2381.642569
810	2380.648687
811	2378.888793
812	2377.601859
813	2374.70194
814	2372.515354
815	2370.506744
816	2370.174012
817	2369.360927
818	2367.440133
819	2366.434322
820	2364.065925
821	2362.327233
822	2360.222727
823	2358.961315
824	2358.798169
825	2358.212992
826	2357.862349
827	2357.256493
828	2356.959307
829	2355.811481
830	2355.187324
831	2353.668023
832	2353.001104
833	2351.967768
834	2351.618591
835	2350.870432
836	2348.681868
837	2347.391345
838	2346.933699
839	2345.73273
840	2345.099269
841	2343.852788
842	2342.212243
843	2340.351708
844	2339.304405
845	2336.980504
846	2335.480896
847	2332.606076
848	2330.580982
849	2329.320844
850	2328.220186
851	2327.874402
852	2326.653188
853	2326.005709
854	2325.504777
855	2323.614681
856	2323.022692
857	2321.837913
858	2319.907855
859	2319.535281
860	2319.345094
861	2318.304041
862	2317.485673
863	2315.891718
864	2314.10666
865	2313.361997
866	2312.801077
867	2311.414913
868	2310.917345
869	2309.707244
870	2308.735115
871	2306.700561
872	2304.763661
873	2302.134835
874	2301.562867
875	2301.277787
876	2300.079118
877	2297.796536
878	2295.939284
879	2295.335559
880	2294.334036
881	2293.78046
882	2291.64674
883	2290.422049
884	2290.004918
885	2289.234176
886	2289.022684
887	2287.421979
888	2285.785513
889	2284.071705
890	2283.239055
891	2283.078334
892	2281.407347
893	2280.116596
894	2279.557895
895	2278.682806
896	2277.497985
897	2276.173015
898	2275.867655
899	2273.451827
900	2272.894889
901	2270.91141
902	2268.919432
903	2268.668395
904	2266.658467
905	2265.889515
906	2264.594186
907	2264.046612
908	2262.438785
909	2262.009699
910	2261.27184
911	2259.310426
912	2258.140387
913	2257.173242
914	2256.467924
915	2255.171325
916	2253.628912
917	2253.079806
918	2251.266041
919	2250.862144
920	2250.052028
921	2248.804872
922	2247.697135
923	2247.293351
924	2246.57811
925	2244.625831
926	2242.725936
927	2241.932287
928	2240.720098
929	2240.226837
930	2239.641427
931	2237.919011
932	2237.263968
933	2235.412745
934	2234.204052
935	2232.39222
936	2230.587948
937	2230.196624
938	2229.036787
939	2227.575475
940	2226.329897
941	2225.269984
942	2223.506885
943	2221.789397
944	2220.932999
945	2219.768117
946	2218.179505
947	2216.649485
948	2215.210326
949	2213.066675
950	2211.306218
951	2210.905283
952	2209.977142
953	2208.579603
954	2208.138765
955	2207.571971
956	2207.151995
957	2205.968315
958	2204.2986
959	2202.59185
960	2202.051666
961	2201.489563
962	2200.592702
963	2198.90419
964	2196.832878
965	2196.061476
966	2195.743833
967	2194.599876
968	2193.505098
969	2192.55315
970	2192.216669
971	2191.117614
972	2189.622998
973	2188.626056
974	2188.229947
975	2187.929219
976	2186.725841
977	2186.192791
978	2185.480445
979	2183.700901
980	2182.028846
981	2179.969201
982	2179.028352
983	2178.019157
984	2176.730485
985	2175.820615
986	2175.395195
987	2175.05895
988	2174.696153
989	2174.068868
990	2173.125628
991	2171.773628
992	2171.044523
993	2169.431725
994	2167.798254
995	2167.372899
996	2166.356447
997	2165.71898
998	2165.377944
999	2165.061859
