iter	RMSE
0	9.40598325
1	9.112150643
2	8.823897104
3	8.527497583
4	8.273911429
5	8.020670434
6	7.789528261
7	7.542843214
8	7.334388571
9	7.115226732
10	6.912616533
11	6.6978905
12	6.502564206
13	6.321410572
14	6.147976398
15	5.978586012
16	5.820852789
17	5.659047436
18	5.501905933
19	5.347306748
20	5.206797403
21	5.081945168
22	4.961635422
23	4.849412415
24	4.738030157
25	4.628578268
26	4.520073698
27	4.408654699
28	4.310679597
29	4.220689911
30	4.142130401
31	4.056971568
32	3.98362715
33	3.909452814
34	3.829868045
35	3.769561001
36	3.695463958
37	3.629064471
38	3.568421534
39	3.514405554
40	3.463930757
41	3.415778779
42	3.368528115
43	3.324476348
44	3.282286748
45	3.232624369
46	3.194870343
47	3.1540747
48	3.11780044
49	3.082348888
50	3.047741766
51	3.011023602
52	2.979244399
53	2.946064417
54	2.921886739
55	2.895764416
56	2.868852993
57	2.844146048
58	2.81775921
59	2.789935901
60	2.759371606
61	2.738334635
62	2.716169848
63	2.693483294
64	2.675969336
65	2.653259368
66	2.635912376
67	2.618591589
68	2.599537931
69	2.580771041
70	2.562995098
71	2.538574078
72	2.525355448
73	2.509541487
74	2.496076264
75	2.484467964
76	2.474461472
77	2.458150847
78	2.449837399
79	2.434319439
80	2.416971454
81	2.408938665
82	2.395373987
83	2.387722049
84	2.374906832
85	2.363696734
86	2.357644471
87	2.348512872
88	2.33743392
89	2.32982986
90	2.320349019
91	2.314596341
92	2.303118478
93	2.296245467
94	2.290015588
95	2.280882189
96	2.271688303
97	2.263523468
98	2.254969099
99	2.245144384
100	2.240298626
101	2.233508749
102	2.225261616
103	2.220388253
104	2.216214281
105	2.211766566
106	2.20610208
107	2.201739192
108	2.195360208
109	2.191246796
110	2.185755288
111	2.179708803
112	2.171529924
113	2.166656407
114	2.162247905
115	2.158546466
116	2.155971824
117	2.152430459
118	2.147674911
119	2.140635221
120	2.132448117
121	2.126759427
122	2.123374883
123	2.118700227
124	2.115798715
125	2.109725542
126	2.103568392
127	2.097624429
128	2.094774126
129	2.091186352
130	2.088127688
131	2.083461048
132	2.077975539
133	2.072747076
134	2.068768874
135	2.063911081
136	2.060697067
137	2.057235082
138	2.054045533
139	2.047742627
140	2.045027884
141	2.041958186
142	2.038580794
143	2.034389982
144	2.030457875
145	2.024940202
146	2.019760317
147	2.016163534
148	2.008955781
149	2.006016904
150	2.003139939
151	1.999226849
152	1.9922333
153	1.988595484
154	1.985124221
155	1.981872051
156	1.978443194
157	1.975459
158	1.972966683
159	1.969541335
160	1.965392359
161	1.961979334
162	1.959329592
163	1.955708202
164	1.953693576
165	1.949375094
166	1.947037079
167	1.941920272
168	1.938189567
169	1.935165673
170	1.932676809
171	1.927259863
172	1.924746795
173	1.921127432
174	1.918191201
175	1.911714805
176	1.906639049
177	1.897839547
178	1.89442131
179	1.888229973
180	1.886773572
181	1.882752529
182	1.879492336
183	1.875957356
184	1.872616025
185	1.870430197
186	1.866148611
187	1.861666216
188	1.859032367
189	1.856169027
190	1.853241121
191	1.848699076
192	1.844421845
193	1.841445705
194	1.838183222
195	1.832885045
196	1.829437871
197	1.827595728
198	1.823102168
199	1.815776873
200	1.812483662
201	1.808433003
202	1.804632472
203	1.802145788
204	1.799956801
205	1.795883642
206	1.792635046
207	1.79129463
208	1.788508006
209	1.785211485
210	1.781780911
211	1.777763791
212	1.775835579
213	1.7730758
214	1.770327764
215	1.766971655
216	1.76090357
217	1.758368491
218	1.755332298
219	1.751433628
220	1.749211621
221	1.745368764
222	1.742495279
223	1.738905088
224	1.735328989
225	1.733158762
226	1.730604292
227	1.727089133
228	1.724178088
229	1.721675791
230	1.715135664
231	1.713712183
232	1.711578914
233	1.708367017
234	1.70616196
235	1.705718943
236	1.703417678
237	1.701623304
238	1.697674574
239	1.693354081
240	1.690567103
241	1.684880339
242	1.684156899
243	1.679380909
244	1.677038386
245	1.67292836
246	1.670482224
247	1.666482747
248	1.663504505
249	1.660085918
250	1.657242835
251	1.65401591
252	1.652014867
253	1.650390061
254	1.648307869
255	1.645542142
256	1.64212763
257	1.640089281
258	1.635760543
259	1.633726884
260	1.632007934
261	1.630555343
262	1.627927986
263	1.625583804
264	1.622875621
265	1.620877652
266	1.618153075
267	1.615600756
268	1.613017318
269	1.611548206
270	1.609823713
271	1.607837849
272	1.604650946
273	1.602799008
274	1.601070674
275	1.598969992
276	1.594068711
277	1.591598259
278	1.587547516
279	1.586289217
280	1.582251231
281	1.580133706
282	1.578330329
283	1.574376253
284	1.57068612
285	1.568564025
286	1.564848034
287	1.56230919
288	1.560653454
289	1.556559441
290	1.55343788
291	1.551758906
292	1.549385918
293	1.547424248
294	1.545801084
295	1.54143645
296	1.538313413
297	1.536153681
298	1.53576859
299	1.534515995
300	1.53102254
301	1.525422316
302	1.525166207
303	1.523641306
304	1.519740486
305	1.517008587
306	1.515660741
307	1.513295098
308	1.510698384
309	1.506395849
310	1.505217442
311	1.503301421
312	1.500559751
313	1.498954322
314	1.496952645
315	1.494293147
316	1.491255333
317	1.489741062
318	1.488216452
319	1.486129563
320	1.481917891
321	1.480654401
322	1.477946581
323	1.475568845
324	1.473097172
325	1.470981888
326	1.469067829
327	1.467195664
328	1.465501335
329	1.463166855
330	1.461901705
331	1.457682609
332	1.456387771
333	1.453901235
334	1.452257822
335	1.449719119
336	1.446158366
337	1.441282976
338	1.439645964
339	1.437867407
340	1.436289523
341	1.436040235
342	1.432709817
343	1.429065716
344	1.426993537
345	1.422626357
346	1.419922785
347	1.416975681
348	1.415468852
349	1.412269101
350	1.409957854
351	1.408240461
352	1.407697207
353	1.404045696
354	1.402288757
355	1.398962133
356	1.396182942
357	1.394489265
358	1.391967393
359	1.389294229
360	1.386859881
361	1.384012541
362	1.382186986
363	1.380731939
364	1.376616833
365	1.375077466
366	1.372322252
367	1.369486369
368	1.366953407
369	1.365458501
370	1.363124474
371	1.359515285
372	1.356514027
373	1.353808172
374	1.351728836
375	1.34923323
376	1.347277664
377	1.345075722
378	1.34252861
379	1.340244144
380	1.33791008
381	1.336040932
382	1.33496294
383	1.332961807
384	1.330843616
385	1.328054988
386	1.325845828
387	1.323578894
388	1.321355942
389	1.319427293
390	1.318309474
391	1.314709615
392	1.311668645
393	1.309676661
394	1.308725545
395	1.307097274
396	1.30525375
397	1.303114898
398	1.300903276
399	1.299326682
400	1.29891096
401	1.296608635
402	1.293885319
403	1.290207106
404	1.288945808
405	1.286744867
406	1.28378576
407	1.280975519
408	1.279000843
409	1.276007439
410	1.274316714
411	1.271400786
412	1.269452502
413	1.267515396
414	1.266168553
415	1.263945475
416	1.262824513
417	1.261600217
418	1.259066782
419	1.256928172
420	1.255088403
421	1.253495934
422	1.251221727
423	1.249359861
424	1.247392145
425	1.245587223
426	1.243653818
427	1.24331682
428	1.242390999
429	1.240226933
430	1.238317712
431	1.237549911
432	1.23433724
433	1.232146576
434	1.231357351
435	1.229402613
436	1.227539515
437	1.226313952
438	1.224806789
439	1.222993805
440	1.221633329
441	1.220148761
442	1.21806445
443	1.216265301
444	1.215122018
445	1.214023554
446	1.212827158
447	1.211115729
448	1.209061858
449	1.20786489
450	1.20694548
451	1.204277464
452	1.201472226
453	1.199159095
454	1.198426243
455	1.197040162
456	1.196066381
457	1.193625374
458	1.19130409
459	1.18962675
460	1.187119626
461	1.185909979
462	1.18414061
463	1.182923817
464	1.181974332
465	1.180510871
